Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Shows genuine concern for team members,Seeks input from team members,"Responds in a timely manner (emails, phone calls, etc.)","Treats people fairly, without showing favoritism",Protects confidentiality,Recognizes and rewards my individual contributions in a manner meaningful to me,"Supports a team environment by recognizing and rewarding collaboration, cooperation and activities contributing to others' success",Considers the impact of actions and decisions on others before implementing,Encourages others to express different ideas and perspectives,Is open to other perspectives and is willing to change their position when presented with compelling information,Open to negative and/or constructive feedback,Gives open and constructive feedback,Shows respect for others and their ideas,Lets me know how I am doing,Involves me in decision-making when appropriate,Sets a clear direction for our department/organization,Provides clear and consistent direction to me when I ask for guidance,"Encourages and supports my involvement in training and development activities, company activities and events",Allows for flexibility in how work is accomplished,Actions and behaviors are consistent with words,Is trustworthy,Creates an atmosphere of mutual trust,"Demonstrates honest, ethical behavior at all times",Is a role model for continuous improvement,Supports a customer service approach for both internal and external customers,Deals with issues that need to be addressed,"Provides a clear sense of purpose and direction, roles and responsibilities, for me individually and for our group team members",Communicates a clear vision with recognizable goals for the organization and staff,States expectations clearly and confirms understanding,Expects staff to be accountable and offers support,Translates organizational goals practically and meaningfully for staff at all levels of the organization,Makes and communicates decisions promptly,Involves others in planning actions,Delegates in a way that encourages others to have full ownership,Appropriately provides authority to others to make decisions,"Demonstrates accuracy, thoroughness and attention to detail in their work",Supports and demonstrates efficient management of personal stress levels,"Manages impending change, real or rumored, efficiently",Uses time constructively and efficiently,Helps people by listening without pre-judging,Has excellent relationships with MWSE team members regardless of position in the organization,Is accessible for communication,Encourages staff to communicate their differing opinions,Maintains a level of professionalism when handling difficult situations,Do you have any additional feedback?
118822846087,460151346,03/18/2025 05:02:40 AM,03/18/2025 05:08:40 AM,68.56.35.143,,,,,2,1,1,2,6,1,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,2,2,1,none
118822362012,460151346,03/17/2025 01:40:53 PM,03/17/2025 01:45:46 PM,198.109.195.34,,,,,5,5,4,5,5,5,5,5,4,4,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,5,5,5,5,5,5,5,4,4,5,
118822326385,460151346,03/17/2025 10:52:27 AM,03/17/2025 01:00:03 PM,198.108.155.98,,,,,4,5,5,5,5,3,3,2,4,3,3,3,3,3,3,3,5,5,2,3,5,5,5,3,5,2,2,3,4,3,5,3,3,2,3,4,2,2,6,6,2,3,3,2,N/A
118822272160,460151346,03/17/2025 11:48:28 AM,03/17/2025 11:53:07 AM,198.108.155.98,,,,,5,4,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,
118822254010,460151346,03/17/2025 11:30:36 AM,03/17/2025 11:32:47 AM,198.109.195.34,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,No
118822251011,460151346,03/17/2025 11:09:42 AM,03/17/2025 11:29:48 AM,76.139.150.47,,,,,4,4,3,4,6,3,3,3,3,3,6,3,3,3,3,3,3,4,4,4,3,3,6,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,4,3,3,3,I appreciate Shamar's value of each of us as humans first and to ensure that we are taking care of ourselves and promoting a work-life balance. His enthusiasm and passion for MWSE doesn't go unnoticed. 
118822232331,460151346,03/17/2025 11:03:38 AM,03/17/2025 11:08:01 AM,207.73.66.34,,,,,5,5,6,5,6,5,5,6,5,6,5,6,5,6,6,5,6,5,5,5,5,5,5,5,6,5,6,5,6,6,5,5,6,6,6,6,6,5,6,6,5,5,5,5,
118822224689,460151346,03/17/2025 10:53:54 AM,03/17/2025 10:59:01 AM,198.109.180.114,,,,,4,6,2,3,3,3,3,3,3,3,6,3,3,3,6,3,6,3,3,3,3,3,3,3,3,6,3,3,3,3,3,6,6,6,6,6,6,3,6,6,3,3,3,3,
118822213960,460151346,03/17/2025 10:39:21 AM,03/17/2025 10:46:21 AM,198.109.195.34,,,,,4,3,6,3,3,3,3,4,3,3,3,3,4,3,6,3,6,3,4,3,4,3,4,4,4,3,4,4,4,4,4,3,3,3,3,6,3,4,6,3,3,3,3,4,
118822211046,460151346,03/17/2025 10:39:15 AM,03/17/2025 10:42:58 AM,198.109.180.114,,,,,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,Hugs to Shamar I really love my job :-) 
118822208503,460151346,03/17/2025 10:35:57 AM,03/17/2025 10:40:01 AM,198.109.195.34,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,6,5,6,5,5,5,6,5,5,5,5,5,
118822198540,460151346,03/17/2025 10:17:23 AM,03/17/2025 10:28:50 AM,207.74.181.58,,,,,5,2,6,6,6,3,6,3,4,6,6,6,4,6,2,5,6,5,3,4,5,2,5,5,5,6,6,4,3,6,6,3,6,6,6,4,3,3,4,6,3,6,6,6,"I have not yet had the opportunity to sit down with Shamar in a professional setting, but he comes across as a genuine leader who truly cares about the people at MWSE. He consistently takes the time to connect with team members during his visits to service centers, which demonstrates his commitment to knowing and supporting his employees.    I believe it would be valuable for those of us working at MWSE to have more opportunities to provide feedback on how service center managers are implementing his vision and plans for the future. Ensuring that the company’s direction is effectively integrated at all levels would help strengthen alignment and engagement across the organization."
118822181522,460151346,03/17/2025 10:04:26 AM,03/17/2025 10:10:02 AM,207.74.181.58,,,,,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,I don't work directly with Shamar enough to give anything over satisfied.  
118822177977,460151346,03/17/2025 10:02:30 AM,03/17/2025 10:06:32 AM,198.109.195.34,,,,,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4,3,5,5,4,4,5,4,4,5,"Great, caring, effective leadership. "
118822177296,460151346,03/17/2025 10:03:31 AM,03/17/2025 10:05:55 AM,198.109.195.34,,,,,5,5,6,5,5,5,5,5,5,5,5,5,5,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
